ATTRIBUTE NAME,DATA CATEGORY,PII CATEGORY,PII SUBCATEGORY,DEFINITION,DERIVATION TYPE,DATA TYPE,SAMPLE VALUES,DATA OWNER,FREQUENCY OF REFRESH,LATENCY,BRAND,CFU,SUBJECT AREA,REDSHIFT TABLE
local_entertainment_app_indicator,Audience/Persona,Non-PII,Non-PII,"Indicates if subscriber visits/uses local entertainment apps or websites such as ABS CBN, GMA, iWanTV, etc
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
international_shopper_top_apps,Audience/Persona,Non-PII,Non-PII,Top 1 application or website by Total Hits in a Month categorized under the International Shopper profile,Derived,varchar(1000),amazon,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
international_shopper_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the International Shopper profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{\Total Hits in a Month\"": 7}""",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
international_shopper_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric 
 
 Metric: Number of Hits in a Month
 Valid values: 
 LOW: <= 3 hits
 MID: > 3 & <=5 hits
 HIGH: > 5 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),HIGH,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
international_shopper_indicator,Audience/Persona,Non-PII,Non-PII,"Indicates if subscriber visits/uses international shopping apps or websites such as Alibaba, Amazon, Shop USA, etc
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
online_grocery_shopper_top_apps,Audience/Persona,Non-PII,Non-PII,Top 1 application or website by Number of Active Days in a Month categorized under the Online Grocery Shopper profile,Derived,varchar(1000),waltermart,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
online_grocery_shopper_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Online Grocery Shopper profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{\Number of Active Days in a Month\"": 1}""",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
online_grocery_shopper_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric 
 
 Metric: Number of Active Days in a Month
 Valid values: 
 LOW: <= 1 active days
 MID: > 1 & <=5 active days
 HIGH: > 5 active days
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),LOW,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
online_grocery_shopper_indicator,Audience/Persona,Non-PII,Non-PII,"Indicates if subscriber visits/uses online grocery shopping apps or websites such as Metromart, Landers, Purego, etc
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,boolean,TRUE,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
availment_promo_decline_month_on_month,Campaign History,Non-PII,Non-PII,"Percent decline of subscribers promo availment excluding freebie and other notification promos month on month
 Expected results:
 Negative values = Non-decliners
 Positive values = Decliners",Direct Pull,"numeric(21,2)",0,CRM FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_promo_decline_past_90days,Campaign History,Non-PII,Non-PII,"Percent decline of subscribers promo availment excluding freebie and other notification promos for the past 3 months
 Expected results:
 Negative values = Non-decliners
 Positive values = Decliners",Direct Pull,"numeric(21,2)",-5,CRM FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_promo_count_past_30days,Campaign History,Non-PII,Non-PII,Total promo availed excluding freebie and other notification promos for the past month (day 30 to day 60),Direct Pull,integer,1,CRM FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_promo_ave_past_90days,Campaign History,Non-PII,Non-PII,Average count of promo availed excluding freebie and other notification promos for the past 90 days,Direct Pull,"numeric(21,2)",0.33,CRM FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_ave_days_between_promo_90days,Campaign History,Non-PII,Non-PII,Average number of days between promo availment excluding freebie and other notification promos for the past 3 months,Direct Pull,integer,0,CRM FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
availment_ave_days_between_promo_120days,Campaign History,Non-PII,Non-PII,Average number of days between promo availment excluding freebie and other notification promos for the past 4 months,Direct Pull,integer,1,CRM FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
occupation_text_categorized,Globe ID,Non-PII,Non-PII,Categorized occupation of the contact.,Derived,varchar(1000),4) Freelancer / Consultant / Self-employed,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
musician_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber visits/uses musician applications or sites like Yousician, Simply Piano, Music Notes, etc
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
musician_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric 
 
 Metric: Number of Hits in a Month
 Valid values: 
 LOW: <= 3 hits
 MID: > 3 & <=7 hits
 HIGH: > 7 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),LOW,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
musician_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Musician profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{\Total Hits in a Month\"": 4}""",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
musician_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days categorized under the Musician profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),bandlab,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
last_promo_expiry_date,Campaign History,Non-PII,Non-PII,Latest promo expiration date of the subscriber for past 90 days,Derived,timestamp,42354.33333,CRM FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
last_promo_expiry_name,Campaign History,Non-PII,Non-PII,Name of the promo with latest promo expiration date,Derived,varchar(1000),GOSURF50,CRM FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",availment,availment_profile
reload_activity_decline_indicator,Loyalty & Retention,Non-PII,Non-PII,Indicator if a subscriber's past month topup has declined by >=70% vs average topup past 120 days prior to 30 days,Derived,boolean,TRUE,CRM FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",reload,reload_profile
gender_type_description_user,Customer PII - Masked,Customer PII - Masked,Confidential,Gender of the mobile user.,Derived,varchar(1000),Male,EDO-AA,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
civil_status,Customer PII - Masked,Customer PII - Masked,Confidential,Civil status of the contact.,Derived,varchar(1000),Single,EDO-UUP,Daily (Day-1),,"GHP, GHP-PREPAID, TM, PW, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
civil_status_user,Customer PII - Masked,Customer PII - Masked,Confidential,Civil status of the mobile user.,Derived,varchar(1000),Single,EDO-AA,Daily (Day-1),,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
online_seller_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber visits online seller websites or apps such as lazada_seller_center, my_shopify, shopee_seller
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Daily (Day-1),,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
online_seller_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for Online Seller profile
 
 Metric: Total Hits in a Month
 Valid values:
 LOW: <= 20 hits
 MID: >20 AND <= 100 hits
 HIGH: > 100 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),HIGH,EDO-UUP,Daily (Day-1),,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
online_seller_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for Online Seller profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{\Total Hits in a Month\"": 107}",EDO-UUP,Daily (Day-1),,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
online_seller_top1_app,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn and hits categorized under the Online Seller profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),shopee_seller,EDO-UUP,Daily (Day-1),,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
hmo_member_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber visits/uses HMO applications or sites like Intellicare, Maxicare, Smile PH, etc
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Daily (Day-1),,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
hmo_member_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric 
 
 Metric: Number of Hits in a Month
 Valid values: 
 LOW: <= 2 hits
 MID: > 2 & <=5 hits
 HIGH: > 5 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),HIGH,EDO-UUP,Daily (Day-1),,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
hmo_member_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the HMO Member profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{\Total Hits in a Month\"": 7}",EDO-UUP,Daily (Day-1),,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
hmo_member_top1_app,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days categorized under the HMO Member profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),intellicare,EDO-UUP,Daily (Day-1),,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",network,network_profile
reload_total_topup_amount_past_7days,Behavioral,Non-PII,Non-PII,Total rolling topup amount of subscriber for the past 7 days.,Derived,integer,40,MSH FVT,Daily (Day-1),,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
occupation_text_user,Demographic/Affluence,Non-PII,Non-PII,Occupation of the GCash user.,Derived,varchar(1000),MANUFACTURING AND PRODUCTION,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
occupation_text_user_categorized,Demographic/Affluence,Non-PII,Non-PII,Categorized occupation of the GCash user.,Derived,varchar(1000),4) Freelancer / Consultant / Self-employed,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
email_address_user,Customer PII - Masked,Customer PII - Masked,Contact,Email address of the mobile user.,Derived,varchar(1000),juandelacruz@gmail.com,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
insurance_app_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber uses insurance apps or websites such as bpi_philam, fwd, intellicare
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
insurance_app_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric for Insurance App and Website User profile
 
 Metric: Total Hits in a Month
 Valid values: 
 LOW: <= 3
 MID: > 3 & <= 6 hits
 HIGH: > 6 hits
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),LOW,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
insurance_app_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for Insurance App and Website User profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{\Total Hits in a Month\"": 4}""",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
insurance_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn and hits categorized under the Insurance App and Website User profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),sunlife,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
car_dealer_caller_mode,Audience/Persona,Non-PII,Non-PII,Top 1 tag by hits categorized under the Car Dealer Caller profile.,Derived,varchar(1000),citi_motors,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
birth_date_user,Customer PII - Masked,Customer PII - Masked,Birthdate,Date of birth of the mobile user.,Derived,timestamp,35260.33,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
age_bracket_name_user,Demographic/Affluence,Non-PII,Non-PII,Age bracket calculated from birth date of the mobile user.,Derived,varchar(1000),20-25,EDO-AA,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
derived_age_number_user,Customer PII,Non-PII,Non-PII,Age calculated from birth date of the mobile user.,Derived,integer,25,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
core_billing_offer_id,Profitability,Non-PII,Non-PII,List of unique identifier of the voice and SMS offer plans assigned to the subscriber.,Derived,varchar(65535),"[15579906, 936017695]",EDO-AA,Daily (Day-1),,"GHP, WIRELINE","Consumer, EG, SG, In house",product,product_profile
core_billing_offer_desc,Profitability,Non-PII,Non-PII,List of voice and SMS offer plans assigned to the subscriber.,Derived,varchar(65535),"[Free Unli Calls to Globe/TM (24 Months), Unli Calls to Globe/TM for P99]",EDO-AA,Daily (Day-1),,"GHP, WIRELINE","Consumer, EG, SG, In house",product,product_profile
data_billing_offer_id,Profitability,Non-PII,Non-PII,List of unique identifier of the data offer plans assigned to the subscriber.,Derived,varchar(65535),"[10192026, 17194639, 4859026, 4859026, 4859026, 8870743, 940935048]",EDO-AA,Daily (Day-1),,GHP,"Consumer, EG, SG, In house",product,product_profile
data_billing_offer_desc,Profitability,Non-PII,Non-PII,List of data offer plans assigned to the subscriber.,Derived,varchar(65535),"[Business Surf 599 with Rollover (4GB), Business Surf 299 with Rollover (1.5GB), Pack - Business Add Surf 99 (1GB)]",EDO-AA,Daily (Day-1),,GHP,"Consumer, EG, SG, In house",product,product_profile
first_name_user,Customer PII - Masked,Customer PII - Masked,Contact,First name of the mobile user.,Derived,varchar(1000),Juan,EDO-UUP,Daily (Day-1),,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
middle_name_user,Customer PII - Masked,Customer PII - Masked,Contact,Middle name of the mobile user.,Derived,varchar(1000),Santos,EDO-UUP,Daily (Day-1),,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
last_name_user,Customer PII - Masked,Customer PII - Masked,Contact,Last name of the mobile user.,Derived,varchar(1000),dela Cruz,EDO-UUP,Daily (Day-1),,"GHP, GHP-PREPAID, TM, PW, GOMO","Consumer, EG, SG, In house, IBG Traveler",customer,customer_profile
bb_app_active_user_30days_indicator,Behavioral,Non-PII,Non-PII,Monthly Active Users (MAUs) are BBAPP users with at least one transaction in the last 30 days except receive load.,Derived,boolean,TRUE,CRM FVT,Monthly,,"PW, WIRELINE, GLOBE","Consumer, SG",product,product_profile
prepaid_topup_segment,Behavioral,Non-PII,Non-PII,"Topup segment based on the topup behavior of the prepaid subscriber in the last 6 months. Values are derived from the recalibrated segmentation model run through PySpark and refreshed weekly.
 
 Valid values:
 1 - RTC
 2 - Sporadic
 3 - Casual
 4 - Regular (Weekly)
 5 - Frequent
 6 - Bulk",Derived,integer,1,EDO-AA,Daily,,"GHP-PREPAID, TM",Consumer,reload,reload_profile
prepaid_total_spending_arpu_7days,Behavioral,Non-PII,Non-PII,"Total prepaid spending ARPU for 7 days (promo registrations, ppu, topup a promo)",Derived,"numeric(21,2)",100,MSH FVT,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",revenue,revenue_profile
lifestyle_app_indicator,Audience/Persona,Non-PII,Non-PII,"Indicator if a subscriber visits/uses lifestyle applications or sites like Booky, Cashzine, Cosmopolitan, Esquire, etc
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,boolean,TRUE,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
lifestyle_app_bucket,Audience/Persona,Non-PII,Non-PII,"Bucketing based on identified metric 
 
 Metric: Number of Active Days in a Month
 Valid values: 
 LOW: <=3 active days
 MID: > 3 & <=10 active days
 HIGH: > 10 active days
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Direct Pull,varchar(1000),MID,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
lifestyle_app_details,Audience/Persona,Non-PII,Non-PII,"Metric used and value for the Lifestyle App & Web User profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),"{""Number of Active Days in a Month"": 7}",EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
lifestyle_top_apps,Audience/Persona,Non-PII,Non-PII,"Top 1 app/site by data burn, total hits and active days categorized under the Lifestyle App & Web User profile
 
 For wireline subscribers, only subscriptions within Metro Manila (including some areas in Rizal) and with DSL, VDSL and GPON technology value are covered.",Derived,varchar(1000),pinterest,EDO-UUP,Monthly,,"GHP, GHP-PREPAID, TM, PW, GOMO, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",interest,network_profile
superapp_user_indicator,Behavioral,Non-PII,Non-PII,"Identifies if the customer is enrolled to the New Globe One application (NG1 or SuperApp). 
Values is 'yes' if any of the customer's subscriptions is enrolled
Value is 'no' if there are no subscriptions enrolled in the app

Note:
Value may change from 'yes' to 'no' if all subscriptions linked to a customer are unenrolled from the app",Derived,boolean,TRUE,MSH CDA,Daily,,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",product,product_profile
prepaid_migration_propensity_decile,Profitability,Non-PII,Non-PII,The propensity decile of prepaid customers to avail postpaid plans from 1 (most likely to migrate) to 10.,Derived,integer,10,EDO-AA,Daily,,GHP-PREPAID,Consumer,revenue,revenue_profile
reload_amount_mtd,Profitability,Non-PII,Non-PII,Total month-to-date reload amount,Derived,integer,50,EDO-AA,Daily,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
usage_data_shift_indicator,Behavioral,Non-PII,Non-PII,Indicator whether the subscriber has a shift in the voice usage behavior based from past 3 months of the subscriber's usages.,Derived,boolean,TRUE or FALSE,MSH FVT,Daily,,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",usage,adjustment_profile
usage_sms_shift_indicator,Behavioral,Non-PII,Non-PII,Indicator whether the subscriber has a shift in the SMS usage behavior based from past 3 months of the subscriber's usages.,Derived,boolean,TRUE or FALSE,MSH FVT,Daily,,"GHP, GHP-PREPAID, TM, PW","Consumer, EG, SG, In house, IBG Traveler",usage,adjustment_profile
usage_voice_shift_indicator,Behavioral,Non-PII,Non-PII,Indicator whether the subscriber has a shift in the voice usage behavior based from past 3 months of the subscriber's usages.,Derived,boolean,TRUE or FALSE,MSH FVT,Daily,,"GHP, GHP-PREPAID, TM, WIRELINE","Consumer, EG, SG, In house, IBG Traveler",usage,adjustment_profile
reload_amount_past_mo1,Profitability,Non-PII,Non-PII,Total reload amount for the past month,Derived,"numeric(21,2)",10,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_amount_past_mo2,Profitability,Non-PII,Non-PII,Total reload amount for the past second month,Derived,"numeric(21,2)",20,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_amount_past_mo3,Profitability,Non-PII,Non-PII,Total reload amount for the past third month,Derived,"numeric(21,2)",30,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_amount_past_mo4,Profitability,Non-PII,Non-PII,Total reload amount for the past fourth month,Derived,"numeric(21,2)",40,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_amount_past_mo5,Profitability,Non-PII,Non-PII,Total reload amount for the past fifth month,Derived,"numeric(21,2)",50,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_amount_past_mo6,Profitability,Non-PII,Non-PII,Total reload amount for the past sixth month,Derived,"numeric(21,2)",60,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_amount_past_mo7,Profitability,Non-PII,Non-PII,Total reload amount for the past seventh month,Derived,"numeric(21,2)",70,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_amount_past_mo8,Profitability,Non-PII,Non-PII,Total reload amount for the past eighth month,Derived,"numeric(21,2)",80,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_amount_past_mo9,Profitability,Non-PII,Non-PII,Total reload amount for the past ninth month,Derived,"numeric(21,2)",90,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_amount_past_mo10,Profitability,Non-PII,Non-PII,Total reload amount for the past tenth month,Derived,"numeric(21,2)",100,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_amount_past_mo11,Profitability,Non-PII,Non-PII,Total reload amount for the past eleventh month,Derived,"numeric(21,2)",110,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
reload_amount_past_mo12,Profitability,Non-PII,Non-PII,Total reload amount for the past twelfth month,Derived,"numeric(21,2)",120,EDO-AA,Monthly,,"GHP-PREPAID, TM, PW","Consumer, EG, SG, IBG Traveler",reload,reload_profile
interaction_top_desc_30days,Globe ID,Non-PII,Non-PII,Channel with the top number of interactions between the subscriber and the CSR for the past 30 days,Derived,varchar(1000),ACCOUNT DETAILS,EDO-UUP,Daily,,"GHP, GHP-PREPAID, TM, PW, WIRELINE, BAYAN, GLOBE","Consumer, EG, SG, In house, IBG Traveler",customer_service,customer_service_profile
